center_code,transfer_type
DC5282,"drop_off,courier,rider"
DC5260,"drop_off,courier,rider"
DC11072,"drop_off,courier,rider"
DC5283,"drop_off,courier,rider"
DC12816,"drop_off,courier,rider"
DC5324,"drop_off,courier,rider"
DC7460,"drop_off,courier,rider"
CC12483,"drop_off,courier,rider"
DC8064,"drop_off,courier,rider"
DC5326,"drop_off,courier,rider"
DC5359,"drop_off,courier,rider"
DC5364,"drop_off,courier,rider"
DC7994,"drop_off,courier,rider"
DC5420,"drop_off,courier,rider"
CC12071,"drop_off,courier,rider"
DC5366,"drop_off,courier,rider"
DC5417,"drop_off,courier,rider"
DC5413,"drop_off,courier,rider"
CC12096,"drop_off,courier,rider"
DC5277,"drop_off,courier,rider"
DC5276,"drop_off,courier,rider"
DC5329,"drop_off,courier,rider"
DC8098,"drop_off,courier,rider"
DC7459,"drop_off,courier,rider"
DC13415,"drop_off,courier,rider"
DC7447,"drop_off,courier,rider"
DC8325,"drop_off,courier,rider"
DC10631,"drop_off,courier,rider"
DC5309,"drop_off,courier,rider"
DC5263,"drop_off,courier,rider"
DC5300,"drop_off,courier,rider"
DC5278,"drop_off,courier,rider"
DC5335,"drop_off,courier,rider"
DC5363,"drop_off,courier,rider"
DC5411,"drop_off,courier,rider"
DC12814,"drop_off,courier,rider"
DC12813,"drop_off,courier,rider"
DC5354,"drop_off,courier,rider"
CC11286,"drop_off,courier,rider"
DC8260,"drop_off,courier,rider"
DC5262,"drop_off,courier,rider"
DC5286,"drop_off,courier,rider"
DC5279,"drop_off,courier,rider"
DC5308,"drop_off,courier,rider"
DC7786,"drop_off,courier,rider"
DC5310,"drop_off,courier,rider"
DC5303,"drop_off,courier,rider"
DC5259,"drop_off,courier,rider"
DC5350,"drop_off,courier,rider"
CC9718,"drop_off,courier,rider"
DC5274,"drop_off,courier,rider"
DC5288,"drop_off,courier,rider"
CC3511,"drop_off,courier,rider"
DC5450,"drop_off,courier,rider"
DC5361,"drop_off,courier,rider"
DC5421,"drop_off,courier,rider"
DC12815,"drop_off,courier,rider"
DC5323,"drop_off,courier,rider"
DC11154,"drop_off,courier,rider"
DC5368,"drop_off,courier,rider"
DC5362,"drop_off,courier,rider"
CC11506,"drop_off,courier,rider"
DC5316,"drop_off,courier,rider"
DC5241,"drop_off,courier,rider"
DC5294,"drop_off,courier,rider"
DC5356,"drop_off,courier,rider"
DC5321,"drop_off,courier,rider"
DC5245,"drop_off,courier,rider"
DC5318,"drop_off,courier,rider"
DC5261,"drop_off,courier,rider"
DC5331,"drop_off,courier,rider"
DC5374,"drop_off,courier,rider"
DC5297,"drop_off,courier,rider"
DC7042,"drop_off,courier,rider"
DC5320,"drop_off,courier,rider"
DC5240,"drop_off,courier,rider"
DC5242,"drop_off,courier,rider"
DC5342,"drop_off,courier,rider"
DC13419,"drop_off,courier,rider"
DC5284,"drop_off,courier,rider"
DC5306,"drop_off,courier,rider"
DC11586,"drop_off,courier,rider"
DC11375,"drop_off,courier,rider"
DC7348,"drop_off,courier,rider"
DC5319,"drop_off,courier,rider"
DC5353,"drop_off,courier,rider"
DC5337,"drop_off,courier,rider"
DC7399,"drop_off,courier,rider"
DC13416,"drop_off,courier,rider"
DC5351,"drop_off,courier,rider"
CC8244,"drop_off,courier,rider"
DC5449,"drop_off,courier,rider"
DC5334,"drop_off,courier,rider"
DC13495,"drop_off,courier,rider"
DC6547,"drop_off,courier,rider"
DC5328,"drop_off,courier,rider"
DC5347,"drop_off,courier,rider"
DC5332,"drop_off,courier,rider"
DC5415,"drop_off,courier,rider"
DC5454,"drop_off,courier,rider"
DC5275,"drop_off,courier,rider"
DC13418,"drop_off,courier,rider"
DC11093,"drop_off,courier,rider"
DC5307,"drop_off,courier,rider"
DC5418,"drop_off,courier,rider"
DC5355,"drop_off,courier,rider"
DC5298,"drop_off,courier,rider"
DC5257,"drop_off,courier,rider"
DC5369,"drop_off,courier,rider"
DC4942,"drop_off,courier,rider"
DC5285,"drop_off,courier,rider"
DC7248,"drop_off,courier,rider"
CC9195,"drop_off,courier,rider"
DC5258,"drop_off,courier,rider"
DC5280,"drop_off,courier,rider"
DC5412,"drop_off,courier,rider"
DC5358,"drop_off,courier,rider"
DC5416,"drop_off,courier,rider"
DC5296,"drop_off,courier,rider"
DC5345,"drop_off,courier,rider"
DC5346,"drop_off,courier,rider"
DC5314,"drop_off,courier,rider"
DC5325,"drop_off,courier,rider"
DC5273,"drop_off,courier,rider"
DC9633,"drop_off,courier,rider"
DC5414,"drop_off,courier,rider"
DC13128,"drop_off,courier,rider"
DC12626,"drop_off,courier,rider"
DC10849,"drop_off,courier,rider"
DC7166,"drop_off,courier,rider"
CC2369,"drop_off,courier,rider"
CC6975,"drop_off,courier,rider"
F478,"drop_off,courier,rider"
DC6538,"drop_off,courier,rider"
DC12894,"drop_off,courier,rider"
DC2843,"drop_off,courier,rider"
CC6400,"drop_off,courier,rider"
F853,"drop_off,courier,rider"
DC13118,"drop_off,courier,rider"
GELAB13338,"drop_off,courier,rider"
DC12684,"drop_off,courier,rider"
CC1708,"drop_off,courier,rider"
CC1300,"drop_off,courier,rider"
CC9172,"drop_off,courier,rider"
DC3309,"drop_off,courier,rider"
F513,"drop_off,courier,rider"
DC7849,"drop_off,courier,rider"
F415,"drop_off,courier,rider"
DC3953,"drop_off,courier,rider"
DC12959,"drop_off,courier,rider"
CC12654,"drop_off,courier,rider"
CC1283,"drop_off,courier,rider"
CC2252,"drop_off,courier,rider"
CC9624,"drop_off,courier,rider"
CC1799,"drop_off,courier,rider"
CC3132,"drop_off,courier,rider"
DC11427,"drop_off,courier,rider"
CC3505,"drop_off,courier,rider"
DC1872,"drop_off,courier,rider"
F943,"drop_off,courier,rider"
CC1501,"drop_off,courier,rider"
DC1410,"drop_off,courier,rider"
DC13213,"drop_off,courier,rider"
CC5139,"drop_off,courier,rider"
F1027,"drop_off,courier,rider"
DC8128,"drop_off,courier,rider"
F514,"drop_off,courier,rider"
CC3989,"drop_off,courier,rider"
DC4027,"drop_off,courier,rider"
CC6071,"drop_off,courier,rider"
F274,"drop_off,courier,rider"
DC8448,"drop_off,courier,rider"
DC3800,"drop_off,courier,rider"
DC13541,"drop_off,courier,rider"
CC1413,"drop_off,courier,rider"
DC1409,"drop_off,courier,rider"
CC5755,"drop_off,courier,rider"
DC12236,"drop_off,courier,rider"
F275,"drop_off,courier,rider"
DC8469,"drop_off,courier,rider"
DC12388,"drop_off,courier,rider"
CC4932,"drop_off,courier,rider"
DC8268,"drop_off,courier,rider"
CC13647,"drop_off,courier,rider"
DC10170,"drop_off,courier,rider"
DC10184,"drop_off,courier,rider"
DC10688,"drop_off,courier,rider"
DC9054,"drop_off,courier,rider"
DC10682,"drop_off,courier,rider"
DC10678,"drop_off,courier,rider"
DC10692,"drop_off,courier,rider"
DC10263,"drop_off,courier,rider"
DC10244,"drop_off,courier,rider"
DC10218,"drop_off,courier,rider"
DC10690,"drop_off,courier,rider"
DC10326,"drop_off,courier,rider"
DC10589,"drop_off,courier,rider"
DC10693,"drop_off,courier,rider"
DC10292,"drop_off,courier,rider"
DC10267,"drop_off,courier,rider"
DC10294,"drop_off,courier,rider"
DC10257,"drop_off,courier,rider"
DC10212,"drop_off,courier,rider"
DC10272,"drop_off,courier,rider"
DC10324,"drop_off,courier,rider"
DC10273,"drop_off,courier,rider"
DC10190,"drop_off,courier,rider"
DC10162,"drop_off,courier,rider"
DC9874,"drop_off,courier,rider"
DC10176,"drop_off,courier,rider"
DC10226,"drop_off,courier,rider"
DC10310,"drop_off,courier,rider"
DC10593,"drop_off,courier,rider"
DC10330,"drop_off,courier,rider"
DC10246,"drop_off,courier,rider"
DC10341,"drop_off,courier,rider"
DC10148,"drop_off,courier,rider"
DC10478,"drop_off,courier,rider"
DC10306,"drop_off,courier,rider"
DC10327,"drop_off,courier,rider"
DC10591,"drop_off,courier,rider"
DC10439,"drop_off,courier,rider"
DC10157,"drop_off,courier,rider"
DC10211,"drop_off,courier,rider"
DC10277,"drop_off,courier,rider"
DC10687,"drop_off,courier,rider"
DC10231,"drop_off,courier,rider"
DC10499,"drop_off,courier,rider"
DC10149,"drop_off,courier,rider"
DC10307,"drop_off,courier,rider"
DC10261,"drop_off,courier,rider"
DC10302,"drop_off,courier,rider"
DC10232,"drop_off,courier,rider"
DC10290,"drop_off,courier,rider"
DC10588,"drop_off,courier,rider"
DC10151,"drop_off,courier,rider"
DC10224,"drop_off,courier,rider"
DC10217,"drop_off,courier,rider"
DC10262,"drop_off,courier,rider"
DC10178,"drop_off,courier,rider"
DC10320,"drop_off,courier,rider"
DC10187,"drop_off,courier,rider"
DC10249,"drop_off,courier,rider"
DC10179,"drop_off,courier,rider"
DC10225,"drop_off,courier,rider"
DC10241,"drop_off,courier,rider"
DC10274,"drop_off,courier,rider"
DC10526,"drop_off,courier,rider"
DC10523,"drop_off,courier,rider"
DC10328,"drop_off,courier,rider"
DC10679,"drop_off,courier,rider"
DC10270,"drop_off,courier,rider"
DC10527,"drop_off,courier,rider"
DC10592,"drop_off,courier,rider"
DC10156,"drop_off,courier,rider"
DC10283,"drop_off,courier,rider"
DC10297,"drop_off,courier,rider"
DC10172,"drop_off,courier,rider"
DC10250,"drop_off,courier,rider"
DC10300,"drop_off,courier,rider"
DC10282,"drop_off,courier,rider"
DC10317,"drop_off,courier,rider"
DC10242,"drop_off,courier,rider"
DC10683,"drop_off,courier,rider"
DC10222,"drop_off,courier,rider"
DC10230,"drop_off,courier,rider"
DC10339,"drop_off,courier,rider"
DC10153,"drop_off,courier,rider"
DC10155,"drop_off,courier,rider"
DC10210,"drop_off,courier,rider"
DC10525,"drop_off,courier,rider"
DC10213,"drop_off,courier,rider"
DC10295,"drop_off,courier,rider"
DC9868,"drop_off,courier,rider"
DC10311,"drop_off,courier,rider"
DC10208,"drop_off,courier,rider"
DC10314,"drop_off,courier,rider"
DC10215,"drop_off,courier,rider"
DC10681,"drop_off,courier,rider"
DC10192,"drop_off,courier,rider"
DC10166,"drop_off,courier,rider"
DC10304,"drop_off,courier,rider"
DC10333,"drop_off,courier,rider"
DC10308,"drop_off,courier,rider"
DC10695,"drop_off,courier,rider"
DC10185,"drop_off,courier,rider"
DC10331,"drop_off,courier,rider"
DC10264,"drop_off,courier,rider"
DC10233,"drop_off,courier,rider"
DC10477,"drop_off,courier,rider"
DC10256,"drop_off,courier,rider"
DC10275,"drop_off,courier,rider"
DC10251,"drop_off,courier,rider"
DC10581,"drop_off,courier,rider"
DC10252,"drop_off,courier,rider"
DC10313,"drop_off,courier,rider"
DC10180,"drop_off,courier,rider"
DC10189,"drop_off,courier,rider"
DC10174,"drop_off,courier,rider"
DC10479,"drop_off,courier,rider"
DC10321,"drop_off,courier,rider"
DC10193,"drop_off,courier,rider"
DC10223,"drop_off,courier,rider"
DC10278,"drop_off,courier,rider"
DC10229,"drop_off,courier,rider"
DC10258,"drop_off,courier,rider"
DC10685,"drop_off,courier,rider"
DC10150,"drop_off,courier,rider"
DC10291,"drop_off,courier,rider"
DC10296,"drop_off,courier,rider"
DC10691,"drop_off,courier,rider"
DC10259,"drop_off,courier,rider"
DC10281,"drop_off,courier,rider"
DC10205,"drop_off,courier,rider"
DC10287,"drop_off,courier,rider"
DC10209,"drop_off,courier,rider"
DC10332,"drop_off,courier,rider"
DC10590,"drop_off,courier,rider"
DC10221,"drop_off,courier,rider"
DC10686,"drop_off,courier,rider"
DC10521,"drop_off,courier,rider"
DC10220,"drop_off,courier,rider"
DC10288,"drop_off,courier,rider"
DC10336,"drop_off,courier,rider"
DC10144,"drop_off,courier,rider"
DC10694,"drop_off,courier,rider"
DC10337,"drop_off,courier,rider"
DC10319,"drop_off,courier,rider"
DC10334,"drop_off,courier,rider"
DC10207,"drop_off,courier,rider"
DC10676,"drop_off,courier,rider"
DC10298,"drop_off,courier,rider"
DC10285,"drop_off,courier,rider"
DC10293,"drop_off,courier,rider"
DC10276,"drop_off,courier,rider"
DC10342,"drop_off,courier,rider"
DC10164,"drop_off,courier,rider"
DC10255,"drop_off,courier,rider"
DC10219,"drop_off,courier,rider"
DC10253,"drop_off,courier,rider"
DC10689,"drop_off,courier,rider"
DC10169,"drop_off,courier,rider"
DC10497,"drop_off,courier,rider"
DC10322,"drop_off,courier,rider"
DC10582,"drop_off,courier,rider"
DC10268,"drop_off,courier,rider"
DC10266,"drop_off,courier,rider"
DC10303,"drop_off,courier,rider"
DC10316,"drop_off,courier,rider"
DC10214,"drop_off,courier,rider"
DC10245,"drop_off,courier,rider"
DC10449,"drop_off,courier,rider"
DC10280,"drop_off,courier,rider"
DC10305,"drop_off,courier,rider"
DC10243,"drop_off,courier,rider"
DC10684,"drop_off,courier,rider"
DC10279,"drop_off,courier,rider"
DC10301,"drop_off,courier,rider"
DC10161,"drop_off,courier,rider"
DC10154,"drop_off,courier,rider"
DC10680,"drop_off,courier,rider"
DC10254,"drop_off,courier,rider"
DC10269,"drop_off,courier,rider"
DC10284,"drop_off,courier,rider"
DC10299,"drop_off,courier,rider"
DC10480,"drop_off,courier,rider"
DC10498,"drop_off,courier,rider"
DC10312,"drop_off,courier,rider"
DC10216,"drop_off,courier,rider"
DC10522,"drop_off,courier,rider"
DC10227,"drop_off,courier,rider"
DC10260,"drop_off,courier,rider"
DC10206,"drop_off,courier,rider"
DC10228,"drop_off,courier,rider"
DC10248,"drop_off,courier,rider"
DC10340,"drop_off,courier,rider"
DC10204,"drop_off,courier,rider"
DC10182,"drop_off,courier,rider"
DC10524,"drop_off,courier,rider"
DC10323,"drop_off,courier,rider"
DC10289,"drop_off,courier,rider"
DC10335,"drop_off,courier,rider"
DC10286,"drop_off,courier,rider"
DC10677,"drop_off,courier,rider"
DC10247,"drop_off,courier,rider"
DC10329,"drop_off,courier,rider"
DC10325,"drop_off,courier,rider"
DC10271,"drop_off,courier,rider"
DC10265,"drop_off,courier,rider"
DC12504,"drop_off,courier,rider"
GELAB2406,"drop_off,courier,rider"
DC13425,"drop_off,courier,rider"
GELAB10852,"drop_off,courier,rider"
GELAB6587,"drop_off,courier,rider"
CC5691,"drop_off,courier,rider"
DC11370,"drop_off,courier,rider"
DC7750,"drop_off,courier,rider"
DC4386,"drop_off,courier,rider"
CC6599,"drop_off,courier,rider"
F601,"drop_off,courier,rider"
CC7764,"drop_off,courier,rider"
F802,"drop_off,courier,rider"
DC4390,"drop_off,courier,rider"
DC7749,"drop_off,courier,rider"
DC5584,"drop_off,courier,rider"
CC3371,"drop_off,courier,rider"
F803,"drop_off,courier,rider"
CC7892,"drop_off,courier,rider"
DC4783,"drop_off,courier,rider"
DC3909,"drop_off,courier,rider"
GELAB2477,"drop_off,courier,rider"
GELAB2339,"drop_off,courier,rider"
CC12651,"drop_off,courier,rider"
DC1338,"drop_off,courier,rider"
DC13426,"drop_off,courier,rider"
DC4326,"drop_off,courier,rider"
DC9411,"drop_off,courier,rider"
DC4968,"drop_off,courier,rider"
CC13329,"drop_off,courier,rider"
CC9793,"drop_off,courier,rider"
DC12503,"drop_off,courier,rider"
CC11175,"drop_off,courier,rider"
DC4289,"drop_off,courier,rider"
CC11530,"drop_off,courier,rider"
DC9469,"drop_off,courier,rider"
GELAB4085,"drop_off,courier,rider"
DC5537,"drop_off,courier,rider"
DC9164,"drop_off,courier,rider"
DC5700,"drop_off,courier,rider"
DC9442,"drop_off,courier,rider"
DC4991,"drop_off,courier,rider"
DC9369,"drop_off,courier,rider"
DC1477,"drop_off,courier,rider"
GELAB2676,"drop_off,courier,rider"
CC10882,"drop_off,courier,rider"
F723,"drop_off,courier,rider"
GELAB2954,"drop_off,courier,rider"
DC4780,"drop_off,courier,rider"
CC9792,"drop_off,courier,rider"
DC11240,"drop_off,courier,rider"
DC7245,"drop_off,courier,rider"
DC8314,"drop_off,courier,rider"
CC8861,"drop_off,courier,rider"
CC2083,"drop_off,courier,rider"
GEHC2297,"drop_off,courier,rider"
CC12337,"drop_off,courier,rider"
DC7243,"drop_off,courier,rider"
GEHC2278,"drop_off,courier,rider"
CC10873,"drop_off,courier,rider"
CC6868,"drop_off,courier,rider"
DC13423,"drop_off,courier,rider"
F667,"drop_off,courier,rider"
CC1908,"drop_off,courier,rider"
DC9366,"drop_off,courier,rider"
DC9467,"drop_off,courier,rider"
F819,"drop_off,courier,rider"
DC11263,"drop_off,courier,rider"
GELAB10734,"drop_off,courier,rider"
GELAB3200,"drop_off,courier,rider"
DC12502,"drop_off,courier,rider"
DC9365,"drop_off,courier,rider"
DC7747,"drop_off,courier,rider"
DC9412,"drop_off,courier,rider"
DC7744,"drop_off,courier,rider"
DC1668,"drop_off,courier,rider"
GELAB3123,"drop_off,courier,rider"
CC2712,"drop_off,courier,rider"
OLC7732,"drop_off,courier,rider"
CC11974,"drop_off,courier,rider"
DC7742,"drop_off,courier,rider"
DC9370,"drop_off,courier,rider"
DC3911,"drop_off,courier,rider"
CC6405,"drop_off,courier,rider"
CC7933,"drop_off,courier,rider"
DC7242,"drop_off,courier,rider"
CC2086,"drop_off,courier,rider"
DC1538,"drop_off,courier,rider"
DC3817,"drop_off,courier,rider"
GELAB2478,"drop_off,courier,rider"
DC5628,"drop_off,courier,rider"
DC8976,"drop_off,courier,rider"
DC8935,"drop_off,courier,rider"
DC8999,"drop_off,courier,rider"
DC8965,"drop_off,courier,rider"
DC8946,"drop_off,courier,rider"
DC8782,"drop_off,courier,rider"
DC8799,"drop_off,courier,rider"
DC8951,"drop_off,courier,rider"
DC8966,"drop_off,courier,rider"
DC8996,"drop_off,courier,rider"
DC8683,"drop_off,courier,rider"
DC8800,"drop_off,courier,rider"
DC8680,"drop_off,courier,rider"
DC8962,"drop_off,courier,rider"
DC12747,"drop_off,courier,rider"
DC8988,"drop_off,courier,rider"
DC8989,"drop_off,courier,rider"
DC8807,"drop_off,courier,rider"
DC1637,"drop_off,courier,rider"
DC8684,"drop_off,courier,rider"
DC8791,"drop_off,courier,rider"
DC8939,"drop_off,courier,rider"
F1348,"drop_off,courier,rider"
DC9148,"drop_off,courier,rider"
DC11680,"drop_off,courier,rider"
DC8968,"drop_off,courier,rider"
DC12623,"drop_off,courier,rider"
DC8936,"drop_off,courier,rider"
DC8952,"drop_off,courier,rider"
DC8958,"drop_off,courier,rider"
DC8682,"drop_off,courier,rider"
DC8686,"drop_off,courier,rider"
DC8805,"drop_off,courier,rider"
DC9011,"drop_off,courier,rider"
DC9013,"drop_off,courier,rider"
DC8964,"drop_off,courier,rider"
DC8947,"drop_off,courier,rider"
DC8980,"drop_off,courier,rider"
DC8950,"drop_off,courier,rider"
F1284,"drop_off,courier,rider"
DC8940,"drop_off,courier,rider"
DC1230,"drop_off,courier,rider"
DC8785,"drop_off,courier,rider"
DC8942,"drop_off,courier,rider"
DC9569,"drop_off,courier,rider"
DC8987,"drop_off,courier,rider"
DC8797,"drop_off,courier,rider"
DC8997,"drop_off,courier,rider"
DC8783,"drop_off,courier,rider"
DC8981,"drop_off,courier,rider"
DC13572,"drop_off,courier,rider"
DC8679,"drop_off,courier,rider"
DC8931,"drop_off,courier,rider"
DC8788,"drop_off,courier,rider"
F963,"drop_off,courier,rider"
DC12396,"drop_off,courier,rider"
DC8803,"drop_off,courier,rider"
DC8802,"drop_off,courier,rider"
DC8934,"drop_off,courier,rider"
DC13166,"drop_off,courier,rider"
DC9000,"drop_off,courier,rider"
DC9014,"drop_off,courier,rider"
DC1797,"drop_off,courier,rider"
DC8944,"drop_off,courier,rider"
DC8953,"drop_off,courier,rider"
DC8688,"drop_off,courier,rider"
DC8786,"drop_off,courier,rider"
DC9258,"drop_off,courier,rider"
DC7580,"drop_off,courier,rider"
DC8969,"drop_off,courier,rider"
DC9008,"drop_off,courier,rider"
DC9003,"drop_off,courier,rider"
DC8687,"drop_off,courier,rider"
DC9606,"drop_off,courier,rider"
DC1929,"drop_off,courier,rider"
DC1927,"drop_off,courier,rider"
DC9012,"drop_off,courier,rider"
F827,"drop_off,courier,rider"
DC2009,"drop_off,courier,rider"
DC8808,"drop_off,courier,rider"
DC8809,"drop_off,courier,rider"
DC8970,"drop_off,courier,rider"
DC8685,"drop_off,courier,rider"
DC8787,"drop_off,courier,rider"
DC11303,"drop_off,courier,rider"
DC8963,"drop_off,courier,rider"
DC8973,"drop_off,courier,rider"
DC8967,"drop_off,courier,rider"
DC9310,"drop_off,courier,rider"
DC11655,"drop_off,courier,rider"
DC8998,"drop_off,courier,rider"
DC10657,"drop_off,courier,rider"
DC11147,"drop_off,courier,rider"
DC8982,"drop_off,courier,rider"
